
4.019600     3.920000     -16.000000     79.995137
4.038798     3.839608     -16.078400     79.990148
4.057592     3.758832     -16.155192     79.985036
4.075981     3.677680     -16.230369     79.979803
4.093961     3.596161     -16.303922     79.974451
4.111533     3.514281     -16.375846     79.968982
4.128693     3.432051     -16.446131     79.963398
4.145440     3.349477     -16.514772     79.957701
4.161773     3.266568     -16.581762     79.951894
4.177690     3.183333     -16.647093     79.945980
4.193189     3.099779     -16.710760     79.939959
4.208268     3.015915     -16.772755     79.933836
4.222927     2.931750     -16.833074     79.927611
4.237164     2.847291     -16.891709     79.921289
4.250976     2.762548     -16.948654     79.914871
4.264364     2.677528     -17.003905     79.908359
4.277325     2.592241     -17.057456     79.901757
4.289859     2.506694     -17.109301     79.895067
4.301963     2.420897     -17.159435     79.888292
4.313637     2.334858     -17.207853     79.881435
4.324880     2.248585     -17.254550     79.874497
4.335691     2.162088     -17.299522     79.867483
4.346068     2.075374     -17.342763     79.860394
4.356010     1.988453     -17.384271     79.853234
4.365517     1.901332     -17.424040     79.846006
4.374587     1.814022     -17.462066     79.838712
4.383219     1.726530     -17.498347     79.831355
4.391414     1.638866     -17.532878     79.823939
4.399169     1.551038     -17.565655     79.816466
4.406484     1.463054     -17.596676     79.808939
4.413359     1.374925     -17.625937     79.801361
4.419792     1.286657     -17.653435     79.793735
4.425783     1.198262     -17.679168     79.786065
4.431332     1.109746     -17.703134     79.778353
4.436438     1.021119     -17.725328     79.770603
4.441100     0.932390     -17.745751     79.762817
4.445318     0.843568     -17.764399     79.754999
4.449091     0.754662     -17.781270     79.747151
4.452419     0.665680     -17.796363     79.739278
4.455302     0.576632     -17.809677     79.731381
4.457740     0.487526     -17.821210     79.723465
4.459732     0.398371     -17.830960     79.715533
4.461278     0.309176     -17.838927     79.707586
4.462377     0.219951     -17.845111     79.699630
4.463031     0.130703     -17.849510     79.691667
4.463238     0.041443     -17.852124     79.683699
4.462999     -0.047822     -17.852953     79.675731
4.462314     -0.137082     -17.851996     79.667766
4.461182     -0.226328     -17.849255     79.659806
4.459604     -0.315552     -17.844728     79.651855
4.457581     -0.404744     -17.838417     79.643916
4.455111     -0.493896     -17.830322     79.635993
4.452196     -0.582998     -17.820444     79.628088
4.448836     -0.672042     -17.808784     79.620204
4.445031     -0.761019     -17.795344     79.612345
4.440781     -0.849919     -17.780123     79.604514
4.436088     -0.938735     -17.763125     79.596714
4.430950     -1.027457     -17.744350     79.588948
4.425370     -1.116076     -17.723801     79.581219
4.419347     -1.204583     -17.701480     79.573531
4.412882     -1.292970     -17.677388     79.565886
4.405976     -1.381227     -17.651528     79.558287
4.398629     -1.469347     -17.623904     79.550738
4.390843     -1.557320     -17.594517     79.543241
4.382617     -1.645136     -17.563371     79.535800
4.373953     -1.732789     -17.530468     79.528417
4.364852     -1.820268     -17.495812     79.521096
4.355314     -1.907565     -17.459407     79.513839
4.345341     -1.994671     -17.421255     79.506649
4.334933     -2.081578     -17.381362     79.499530
4.324091     -2.168277     -17.339730     79.492483
4.312817     -2.254758     -17.296365     79.485513
4.301112     -2.341015     -17.251270     79.478621
4.288977     -2.427037     -17.204449     79.471810
4.276413     -2.512817     -17.155909     79.465083
4.263421     -2.598345     -17.105652     79.458443
4.250003     -2.683613     -17.053685     79.451893
4.236160     -2.768613     -17.000013     79.445434
4.221894     -2.853337     -16.944641     79.439070
4.207205     -2.937774     -16.887574     79.432804
4.192095     -3.021919     -16.828819     79.426637
4.176566     -3.105760     -16.768380     79.420572
4.160620     -3.189292     -16.706265     79.414611
4.144257     -3.272504     -16.642479     79.408758
4.127480     -3.355389     -16.577029     79.403014
4.110291     -3.437939     -16.509921     79.397381
4.092690     -3.520145     -16.441163     79.391863
4.074680     -3.601999     -16.370760     79.386460
4.056262     -3.683492     -16.298720     79.381176
4.037439     -3.764617     -16.225050     79.376012
4.018213     -3.845366     -16.149758     79.370970
3.998584     -3.925730     -16.072850     79.366053
3.978555     -4.005702     -15.994336     79.361262
3.958129     -4.085273     -15.914222     79.356599
3.937307     -4.164436     -15.832516     79.352067
3.916091     -4.243182     -15.749227     79.347666
3.894483     -4.321504     -15.664364     79.343400
3.872486     -4.399393     -15.577934     79.339268
3.850102     -4.476843     -15.489946     79.335274
3.827333     -4.553845     -15.400409     79.331418
3.804181     -4.630392     -15.309332     79.327703
3.780649     -4.706475     -15.216724     79.324129
3.756738     -4.782088     -15.122595     79.320699
3.732452     -4.857223     -15.026953     79.317413
3.707793     -4.931872     -14.929809     79.314273
3.682763     -5.006028     -14.831171     79.311280
3.657364     -5.079683     -14.731051     79.308435
3.631600     -5.152831     -14.629457     79.305740
3.605473     -5.225463     -14.526400     79.303195
3.578985     -5.297572     -14.421891     79.300801
3.552139     -5.369152     -14.315940     79.298561
3.524938     -5.440195     -14.208557     79.296473
3.497385     -5.510693     -14.099753     79.294540
3.469481     -5.580641     -13.989539     79.292761
3.441231     -5.650031     -13.877926     79.291139
3.412637     -5.718855     -13.764925     79.289672
3.383702     -5.787108     -13.650548     79.288363
3.354428     -5.854782     -13.534806     79.287211
3.324818     -5.921871     -13.417710     79.286217
3.294876     -5.988367     -13.299273     79.285381
3.264605     -6.054264     -13.179506     79.284704
3.234007     -6.119557     -13.058420     79.284186
3.203086     -6.184237     -12.936029     79.283827
3.171845     -6.248298     -12.812345     79.283627
3.140286     -6.311735     -12.687379     79.283587
3.108413     -6.374541     -12.561144     79.283706
3.076230     -6.436709     -12.433653     79.283984
3.043739     -6.498234     -12.304919     79.284421
3.010943     -6.559109     -12.174954     79.285018
2.977846     -6.619328     -12.043772     79.285773
2.944452     -6.678884     -11.911385     79.286687
2.910763     -6.737774     -11.777808     79.287759
2.876783     -6.795989     -11.643052     79.288988
2.842516     -6.853524     -11.507133     79.290375
2.807964     -6.910375     -11.370062     79.291918
2.773131     -6.966534     -11.231855     79.293618
2.738021     -7.021997     -11.092524     79.295473
2.702637     -7.076757     -10.952084     79.297482
2.666983     -7.130810     -10.810549     79.299645
2.631062     -7.184149     -10.667933     79.301961
2.594879     -7.236771     -10.524250     79.304429
2.558435     -7.288668     -10.379514     79.307048
2.521736     -7.339837     -10.233741     79.309817
2.484785     -7.390272     -10.086944     79.312735
2.447585     -7.439967     -9.939139     79.315801
2.410140     -7.488919     -9.790339     79.319013
2.372455     -7.537122     -9.640561     79.322370
2.334532     -7.584571     -9.489818     79.325872
2.296375     -7.631262     -9.338127     79.329515
2.257990     -7.677189     -9.185502     79.333300
2.219378     -7.722349     -9.031958     79.337224
2.180544     -7.766736     -8.877511     79.341286
2.141492     -7.810347     -8.722176     79.345484
2.102226     -7.853177     -8.565969     79.349817
2.062750     -7.895222     -8.408906     79.354283
2.023068     -7.936477     -8.251001     79.358879
1.983183     -7.976938     -8.092272     79.363605
1.943100     -8.016602     -7.932733     79.368459
1.902823     -8.055464     -7.772401     79.373438
1.862355     -8.093520     -7.611292     79.378540
1.821702     -8.130767     -7.449421     79.383763
1.780865     -8.167201     -7.286806     79.389106
1.739851     -8.202819     -7.123462     79.394566
1.698663     -8.237616     -6.959406     79.400141
1.657305     -8.271589     -6.794653     79.405829
1.615782     -8.304735     -6.629222     79.411627
1.574096     -8.337051     -6.463127     79.417534
1.532254     -8.368533     -6.296386     79.423546
1.490258     -8.399178     -6.129015     79.429661
1.448113     -8.428983     -5.961032     79.435878
1.405823     -8.457945     -5.792452     79.442192
1.363393     -8.486062     -5.623293     79.448603
1.320826     -8.513329     -5.453572     79.455107
1.278128     -8.539746     -5.283305     79.461702
1.235301     -8.565309     -5.112510     79.468385
1.192351     -8.590015     -4.941204     79.475154
1.149282     -8.613862     -4.769404     79.482005
1.106097     -8.636847     -4.597127     79.488936
1.062803     -8.658969     -4.424390     79.495945
1.019401     -8.680225     -4.251210     79.503027
0.975898     -8.700613     -4.077606     79.510182
0.932298     -8.720131     -3.903594     79.517405
0.888604     -8.738777     -3.729191     79.524694
0.844821     -8.756549     -3.554415     79.532046
0.800954     -8.773446     -3.379284     79.539457
0.757007     -8.789465     -3.203815     79.546926
0.712984     -8.804605     -3.028026     79.554449
0.668889     -8.818865     -2.851934     79.562023
0.624728     -8.832242     -2.675557     79.569645
0.580504     -8.844737     -2.498912     79.577312
0.536223     -8.856347     -2.322017     79.585021
0.491887     -8.867071     -2.144890     79.592768
0.447503     -8.876909     -1.967549     79.600551
0.403073     -8.885859     -1.790011     79.608367
0.358604     -8.893921     -1.612293     79.616212
0.314098     -8.901093     -1.434415     79.624084
0.269561     -8.907375     -1.256393     79.631978
0.224998     -8.912766     -1.078246     79.639893
0.180411     -8.917266     -0.899990     79.647824
0.135807     -8.920874     -0.721645     79.655770
0.091189     -8.923590     -0.543228     79.663725
0.046562     -8.925414     -0.364756     79.671688
0.001930     -8.926345     -0.186247     79.679655
-0.042702     -8.926384     -0.007721     79.687623
-0.087329     -8.925530     0.170807     79.695589
-0.131948     -8.923783     0.349318     79.703550
-0.176554     -8.921144     0.527793     79.711501
-0.221142     -8.917613     0.706216     79.719441
-0.265708     -8.913190     0.884569     79.727366
-0.310247     -8.907876     1.062832     79.735273
-0.354756     -8.901671     1.240990     79.743158
-0.399229     -8.894576     1.419023     79.751019
-0.443662     -8.886592     1.596915     79.758853
-0.488050     -8.877718     1.774647     79.766655
-0.532390     -8.867957     1.952201     79.774424
-0.576677     -8.857310     2.129560     79.782156
-0.620905     -8.845776     2.306706     79.789848
-0.665072     -8.833358     2.483622     79.797496
-0.709173     -8.820056     2.660289     79.805099
-0.753202     -8.805873     2.836690     79.812652
-0.797156     -8.790809     3.012808     79.820153
-0.841030     -8.774866     3.188624     79.827599
-0.884821     -8.758045     3.364121     79.834986
-0.928522     -8.740349     3.539282     79.842312
-0.972131     -8.721778     3.714089     79.849574
-1.015643     -8.702336     3.888525     79.856769
-1.059053     -8.682023     4.062571     79.863894
-1.102357     -8.660842     4.236212     79.870947
-1.145551     -8.638795     4.409429     79.877924
-1.188631     -8.615884     4.582204     79.884822
-1.231591     -8.592111     4.754522     79.891639
-1.274428     -8.567479     4.926364     79.898373
-1.317138     -8.541991     5.097714     79.905020
-1.359717     -8.515648     5.268554     79.911577
-1.402159     -8.488454     5.438867     79.918043
-1.444461     -8.460410     5.608636     79.924415
-1.486619     -8.431521     5.777844     79.930689
-1.528628     -8.401789     5.946474     79.936864
-1.570484     -8.371216     6.114510     79.942937
-1.612183     -8.339807     6.281935     79.948906
-1.653720     -8.307563     6.448731     79.954768
-1.695093     -8.274489     6.614882     79.960521
-1.736296     -8.240587     6.780372     79.966162
-1.777325     -8.205861     6.945183     79.971690
-1.818177     -8.170314     7.109301     79.977102
-1.858846     -8.133951     7.272707     79.982395
-1.899330     -8.096774     7.435386     79.987569
-1.939624     -8.058787     7.597321     79.992620
-1.979724     -8.019995     7.758497     79.997548
-2.019626     -7.980400     7.918897     80.002349
-2.059326     -7.940008     8.078505     80.007021
-2.098820     -7.898821     8.237305     80.011564
-2.138105     -7.856845     8.395282     80.015975
-2.177175     -7.814083     8.552419     80.020253
-2.216028     -7.770539     8.708700     80.024395
-2.254659     -7.726219     8.864111     80.028400
-2.293064     -7.681125     9.018635     80.032266
-2.331241     -7.635264     9.172258     80.035993
-2.369184     -7.588639     9.324963     80.039578
-2.406890     -7.541256     9.476736     80.043019
-2.444356     -7.493118     9.627561     80.046317
-2.481577     -7.444231     9.777423     80.049469
-2.518550     -7.394599     9.926308     80.052473
-2.555271     -7.344228     10.074200     80.055330
-2.591737     -7.293123     10.221085     80.058037
-2.627943     -7.241288     10.366947     80.060594
-2.663887     -7.188729     10.511773     80.062999
-2.699564     -7.135451     10.655547     80.065252
-2.734971     -7.081460     10.798256     80.067352
-2.770105     -7.026761     10.939886     80.069297
-2.804962     -6.971359     11.080421     80.071088
-2.839538     -6.915259     11.219848     80.072723
-2.873831     -6.858469     11.358153     80.074202
-2.907836     -6.800992     11.495323     80.075523
-2.941550     -6.742835     11.631342     80.076688
-2.974970     -6.684004     11.766199     80.077694
-3.008092     -6.624505     11.899879     80.078542
-3.040914     -6.564343     12.032369     80.079232
-3.073432     -6.503525     12.163656     80.079763
-3.105642     -6.442056     12.293727     80.080134
-3.137542     -6.379943     12.422568     80.080347
-3.169128     -6.317192     12.550167     80.080400
-3.200397     -6.253810     12.676510     80.080293
-3.231346     -6.189802     12.801587     80.080028
-3.261972     -6.125175     12.925383     80.079603
-3.292271     -6.059936     13.047886     80.079019
-3.322242     -5.994090     13.169085     80.078276
-3.351880     -5.927645     13.288967     80.077375
-3.381183     -5.860608     13.407520     80.076316
-3.410148     -5.792984     13.524732     80.075099
-3.438772     -5.724781     13.640591     80.073724
-3.467052     -5.656006     13.755087     80.072193
-3.494985     -5.586665     13.868207     80.070506
-3.522569     -5.516765     13.979940     80.068664
-3.549801     -5.446314     14.090276     80.066667
-3.576677     -5.375318     14.199202     80.064516
-3.603196     -5.303784     14.306708     80.062211
-3.629355     -5.231720     14.412784     80.059755
-3.655150     -5.159133     14.517418     80.057148
-3.680580     -5.086030     14.620601     80.054391
-3.705643     -5.012418     14.722322     80.051485
-3.730334     -4.938306     14.822570     80.048431
-3.754653     -4.863699     14.921336     80.045230
-3.778596     -4.788606     15.018610     80.041884
-3.802161     -4.713034     15.114382     80.038394
-3.825346     -4.636991     15.208643     80.034762
-3.848148     -4.560484     15.301383     80.030988
-3.870566     -4.483521     15.392592     80.027075
-3.892596     -4.406110     15.482263     80.023024
-3.914238     -4.328258     15.570385     80.018837
-3.935487     -4.249973     15.656950     80.014514
-3.956344     -4.171263     15.741950     80.010059
-3.976804     -4.092136     15.825375     80.005473
-3.996867     -4.012600     15.907218     80.000757
-4.016531     -3.932663     15.987470     79.995913
-4.035792     -3.852332     16.066123     79.990944
-4.054650     -3.771616     16.143170     79.985852
-4.073103     -3.690523     16.218602     79.980638
-4.091148     -3.609061     16.292412     79.975304
-4.108785     -3.527238     16.364594     79.969853
-4.126010     -3.445063     16.435138     79.964287
-4.142823     -3.362542     16.504040     79.958608
-4.159221     -3.279686     16.571290     79.952819
-4.175204     -3.196502     16.636884     79.946921
-4.190769     -3.112997     16.700814     79.940917
-4.205914     -3.029182     16.763074     79.934810
-4.220640     -2.945064     16.823658     79.928601
-4.234943     -2.860651     16.882559     79.922294
-4.248823     -2.775952     16.939772     79.915891
-4.262278     -2.690976     16.995291     79.909394
-4.275306     -2.605730     17.049111     79.902806
-4.287907     -2.520224     17.101225     79.896130
-4.300080     -2.434466     17.151630     79.889368
-4.311822     -2.348464     17.200319     79.882523
-4.323133     -2.262228     17.247288     79.875598
-4.334012     -2.175765     17.292533     79.868596
-4.344457     -2.089085     17.336048     79.861519
-4.354468     -2.002196     17.377830     79.854370
-4.364044     -1.915106     17.417874     79.847152
-4.373183     -1.827826     17.456176     79.839868
-4.381885     -1.740362     17.492732     79.832521
-4.390149     -1.652724     17.527540     79.825114
-4.397973     -1.564921     17.560594     79.817650
-4.405358     -1.476962     17.591893     79.810131
-4.412302     -1.388855     17.621432     79.802561
-4.418805     -1.300609     17.649209     79.794943
-4.424866     -1.212232     17.675221     79.787279
-4.430485     -1.123735     17.699466     79.779574
-4.435661     -1.035125     17.721940     79.771829
-4.440393     -0.946412     17.742643     79.764049
-4.444681     -0.857604     17.761571     79.756236
