0    1.57082    0.00442851    0.469779    9.81022
0.00942478    1.57088    0.00885439    0.469528    9.8109
0.0188496    1.57098    0.0132771    0.46922    9.81202
0.0282743    1.57113    0.0176961    0.468854    9.81359
0.0376991    1.57132    0.0221108    0.46843    9.8156
0.0471239    1.57155    0.0265207    0.467949    9.81807
0.0565487    1.57182    0.0309252    0.46741    9.82097
0.0659734    1.57213    0.0353238    0.466813    9.82433
0.0753982    1.57248    0.039716    0.466159    9.82813
0.084823    1.57288    0.0441013    0.465447    9.83237
0.0942478    1.57331    0.048479    0.464679    9.83705
0.103673    1.57379    0.0528486    0.463852    9.84218
0.113097    1.57431    0.0572096    0.462969    9.84775
0.122522    1.57487    0.0615615    0.462029    9.85376
0.131947    1.57547    0.0659037    0.461032    9.8602
0.141372    1.57611    0.0702357    0.459978    9.86709
0.150796    1.5768    0.074557    0.458868    9.87441
0.160221    1.57752    0.078867    0.457701    9.88216
0.169646    1.57828    0.0831652    0.456478    9.89035
0.179071    1.57909    0.0874511    0.455199    9.89896
0.188496    1.57993    0.0917241    0.453864    9.90801
0.19792    1.58081    0.0959837    0.452473    9.91749
0.207345    1.58174    0.100229    0.451027    9.92739
0.21677    1.5827    0.104461    0.449525    9.93772
0.226195    1.58371    0.108677    0.447968    9.94847
0.235619    1.58475    0.112878    0.446355    9.95964
0.245044    1.58584    0.117063    0.444688    9.97124
0.254469    1.58696    0.121231    0.442967    9.98324
0.263894    1.58812    0.125382    0.441191    9.99567
0.273319    1.58932    0.129516    0.43936    10.0085
0.282743    1.59056    0.133632    0.437476    10.0217
0.292168    1.59184    0.137729    0.435538    10.0354
0.301593    1.59316    0.141807    0.433547    10.0495
0.311018    1.59451    0.145866    0.431502    10.0639
0.320442    1.59591    0.149904    0.429404    10.0788
0.329867    1.59734    0.153922    0.427254    10.094
0.339292    1.59881    0.157919    0.425051    10.1097
0.348717    1.60032    0.161894    0.422796    10.1258
0.358142    1.60186    0.165848    0.420489    10.1422
0.367566    1.60344    0.169778    0.41813    10.159
0.376991    1.60506    0.173686    0.41572    10.1762
0.386416    1.60672    0.177571    0.413259    10.1938
0.395841    1.60841    0.181431    0.410747    10.2118
0.405265    1.61014    0.185267    0.408184    10.2301
0.41469    1.6119    0.189078    0.405571    10.2489
0.424115    1.6137    0.192864    0.402909    10.2679
0.43354    1.61554    0.196623    0.400196    10.2874
0.442965    1.61741    0.200357    0.397435    10.3072
0.452389    1.61931    0.204063    0.394624    10.3274
0.461814    1.62125    0.207743    0.391765    10.3479
0.471239    1.62323    0.211395    0.388858    10.3688
0.480664    1.62524    0.215018    0.385902    10.39
0.490088    1.62728    0.218613    0.382899    10.4116
0.499513    1.62936    0.222179    0.379848    10.4335
0.508938    1.63147    0.225716    0.37675    10.4558
0.518363    1.63361    0.229222    0.373606    10.4784
0.527788    1.63579    0.232698    0.370415    10.5013
0.537212    1.638    0.236144    0.367178    10.5245
0.546637    1.64024    0.239558    0.363896    10.5481
0.556062    1.64251    0.24294    0.360568    10.572
0.565487    1.64482    0.246291    0.357195    10.5962
0.574911    1.64716    0.249608    0.353778    10.6207
0.584336    1.64952    0.252893    0.350316    10.6455
0.593761    1.65192    0.256145    0.346811    10.6706
0.603186    1.65435    0.259363    0.343261    10.696
0.612611    1.65681    0.262546    0.339669    10.7217
0.622035    1.6593    0.265696    0.336034    10.7477
0.63146    1.66182    0.26881    0.332356    10.774
0.640885    1.66437    0.271889    0.328636    10.8005
0.65031    1.66694    0.274932    0.324874    10.8274
0.659734    1.66955    0.277939    0.321071    10.8545
0.669159    1.67218    0.280909    0.317227    10.8818
0.678584    1.67484    0.283842    0.313342    10.9094
0.688009    1.67753    0.286739    0.309416    10.9373
0.697434    1.68025    0.289597    0.305451    10.9655
0.706858    1.68299    0.292418    0.301446    10.9938
0.716283    1.68576    0.2952    0.297402    11.0225
0.725708    1.68856    0.297943    0.293319    11.0513
0.735133    1.69138    0.300647    0.289197    11.0804
0.744557    1.69422    0.303311    0.285037    11.1097
0.753982    1.69709    0.305936    0.280839    11.1393
0.763407    1.69999    0.308521    0.276604    11.1691
0.772832    1.70291    0.311065    0.272331    11.199
0.782257    1.70585    0.313568    0.268022    11.2292
0.791681    1.70882    0.316029    0.263676    11.2596
0.801106    1.71181    0.31845    0.259294    11.2902
0.810531    1.71482    0.320828    0.254877    11.321
0.819956    1.71786    0.323164    0.250424    11.3519
0.82938    1.72091    0.325457    0.245936    11.3831
0.838805    1.72399    0.327707    0.241413    11.4144
0.84823    1.72709    0.329915    0.236856    11.4459
0.857655    1.73021    0.332078    0.232264    11.4775
0.86708    1.73335    0.334198    0.227639    11.5093
0.876504    1.73651    0.336273    0.222981    11.5413
0.885929    1.73969    0.338304    0.218289    11.5734
0.895354    1.74289    0.340291    0.213565    11.6057
0.904779    1.7461    0.342232    0.208808    11.6381
0.914203    1.74934    0.344127    0.204019    11.6706
0.923628    1.75259    0.345977    0.199199    11.7033
0.933053    1.75586    0.347781    0.194347    11.7361
0.942478    1.75915    0.349538    0.189463    11.769
0.951903    1.76245    0.351249    0.184549    11.802
0.961327    1.76577    0.352913    0.179604    11.8351
0.970752    1.7691    0.35453    0.174629    11.8683
0.980177    1.77245    0.3561    0.169624    11.9016
0.989602    1.77581    0.357621    0.164589    11.935
0.999026    1.77919    0.359095    0.159525    11.9685
1.00845    1.78258    0.36052    0.154431    12.0021
1.01788    1.78599    0.361897    0.149309    12.0357
1.0273    1.7894    0.363225    0.144158    12.0694
1.03673    1.79283    0.364503    0.138978    12.1032
